id,codi_estacio,codi_variable,data_lectura,data_extrem,valor_lectura,codi_estat,codi_base
V4350101151600,V4,35,2015-01-01T16:00:00.000,,0.0,V,SH
V4720101151600,V4,72,2015-01-01T16:00:00.000,2015-01-01T16:00:00.000,0.0,V,SH
V4440101151600,V4,44,2015-01-01T16:00:00.000,2015-01-01T16:00:00.000,50.0,V,SH
V4400101151600,V4,40,2015-01-01T16:00:00.000,2015-01-01T16:00:00.000,8.2,V,SH
V4420101151600,V4,42,2015-01-01T16:00:00.000,2015-01-01T16:29:00.000,5.9,V,SH
V4330101151600,V4,33,2015-01-01T16:00:00.000,,55.0,V,SH
V4320101151600,V4,32,2015-01-01T16:00:00.000,,6.9,V,SH
V4440101151630,V4,44,2015-01-01T16:30:00.000,2015-01-01T16:30:00.000,59.0,V,SH
V4030101151630,V4,3,2015-01-01T16:30:00.000,2015-01-01T16:59:00.000,62.0,V,SH
V4350101151630,V4,35,2015-01-01T16:30:00.000,,0.0,V,SH
V4720101151630,V4,72,2015-01-01T16:30:00.000,2015-01-01T16:30:00.000,0.0,V,SH
V4400101151630,V4,40,2015-01-01T16:30:00.000,2015-01-01T16:30:00.000,5.8,V,SH
V4420101151630,V4,42,2015-01-01T16:30:00.000,2015-01-01T16:59:00.000,4.8,V,SH
V4330101151630,V4,33,2015-01-01T16:30:00.000,,61.0,V,SH
V4320101151630,V4,32,2015-01-01T16:30:00.000,,5.3,V,SH
V4720101151700,V4,72,2015-01-01T17:00:00.000,2015-01-01T17:00:00.000,0.0,V,SH
V4320101151700,V4,32,2015-01-01T17:00:00.000,,4.3,V,SH
V4400101151700,V4,40,2015-01-01T17:00:00.000,2015-01-01T17:00:00.000,4.8,V,SH
V4350101151700,V4,35,2015-01-01T17:00:00.000,,0.0,V,SH
V4330101151700,V4,33,2015-01-01T17:00:00.000,,65.0,V,SH
V4440101151700,V4,44,2015-01-01T17:00:00.000,2015-01-01T17:00:00.000,62.0,V,SH
V4030101151700,V4,3,2015-01-01T17:00:00.000,2015-01-01T17:29:00.000,66.0,V,SH
V4420101151700,V4,42,2015-01-01T17:00:00.000,2015-01-01T17:29:00.000,3.6,V,SH
V4330101151730,V4,33,2015-01-01T17:30:00.000,,69.0,V,SH
V4440101151730,V4,44,2015-01-01T17:30:00.000,2015-01-01T17:30:00.000,67.0,V,SH
V4030101151730,V4,3,2015-01-01T17:30:00.000,2015-01-01T17:55:00.000,71.0,V,SH
V4420101151730,V4,42,2015-01-01T17:30:00.000,2015-01-01T17:59:00.000,2.3,V,SH
V4720101151730,V4,72,2015-01-01T17:30:00.000,2015-01-01T17:30:00.000,0.0,V,SH
V4320101151730,V4,32,2015-01-01T17:30:00.000,,2.9,V,SH
V4400101151730,V4,40,2015-01-01T17:30:00.000,2015-01-01T17:30:00.000,3.5,V,SH
V4350101151730,V4,35,2015-01-01T17:30:00.000,,0.0,V,SH
V4030101151800,V4,3,2015-01-01T18:00:00.000,2015-01-01T18:29:00.000,78.0,V,SH
V4320101151800,V4,32,2015-01-01T18:00:00.000,,1.6,V,SH
V4400101151800,V4,40,2015-01-01T18:00:00.000,2015-01-01T18:00:00.000,2.2,V,SH
V4440101151800,V4,44,2015-01-01T18:00:00.000,2015-01-01T18:00:00.000,71.0,V,SH
V4330101151800,V4,33,2015-01-01T18:00:00.000,,75.0,V,SH
V4350101151800,V4,35,2015-01-01T18:00:00.000,,0.0,V,SH
V4720101151800,V4,72,2015-01-01T18:00:00.000,2015-01-01T18:00:00.000,0.0,V,SH
V4420101151800,V4,42,2015-01-01T18:00:00.000,2015-01-01T18:27:00.000,1.3,V,SH
V4320101151830,V4,32,2015-01-01T18:30:00.000,,1.2,V,SH
V4400101151830,V4,40,2015-01-01T18:30:00.000,2015-01-01T18:35:00.000,1.4,V,SH
V4420101151830,V4,42,2015-01-01T18:30:00.000,2015-01-01T18:59:00.000,0.9,V,SH
V4720101151830,V4,72,2015-01-01T18:30:00.000,2015-01-01T18:30:00.000,0.0,V,SH
V4440101151830,V4,44,2015-01-01T18:30:00.000,2015-01-01T18:30:00.000,78.0,V,SH
V4030101151830,V4,3,2015-01-01T18:30:00.000,2015-01-01T18:59:00.000,80.0,V,SH
V4350101151830,V4,35,2015-01-01T18:30:00.000,,0.0,V,SH
V4330101151830,V4,33,2015-01-01T18:30:00.000,,79.0,V,SH
V4320101151900,V4,32,2015-01-01T19:00:00.000,,0.5,V,SH
V4400101151900,V4,40,2015-01-01T19:00:00.000,2015-01-01T19:00:00.000,0.8,V,SH
V4420101151900,V4,42,2015-01-01T19:00:00.000,2015-01-01T19:09:00.000,0.4,V,SH
V4720101151900,V4,72,2015-01-01T19:00:00.000,2015-01-01T19:00:00.000,0.0,V,SH
V4440101151900,V4,44,2015-01-01T19:00:00.000,2015-01-01T19:01:00.000,80.0,V,SH
V4030101151900,V4,3,2015-01-01T19:00:00.000,2015-01-01T19:28:00.000,83.0,V,SH
V4350101151900,V4,35,2015-01-01T19:00:00.000,,0.0,V,SH
V4330101151900,V4,33,2015-01-01T19:00:00.000,,81.0,V,SH
V4350101151930,V4,35,2015-01-01T19:30:00.000,,0.0,V,SH
V4720101151930,V4,72,2015-01-01T19:30:00.000,2015-01-01T19:30:00.000,0.0,V,SH
V4320101151930,V4,32,2015-01-01T19:30:00.000,,0.4,V,SH
V4030101151930,V4,3,2015-01-01T19:30:00.000,2015-01-01T19:39:00.000,84.0,V,SH
V4420101151930,V4,42,2015-01-01T19:30:00.000,2015-01-01T19:59:00.000,0.0,V,SH
V4330101151930,V4,33,2015-01-01T19:30:00.000,,83.0,V,SH
V4440101151930,V4,44,2015-01-01T19:30:00.000,2015-01-01T19:53:00.000,83.0,V,SH
V4400101151930,V4,40,2015-01-01T19:30:00.000,2015-01-01T19:40:00.000,0.6,V,SH
V4320101152000,V4,32,2015-01-01T20:00:00.000,,-0.2,V,SH
V4400101152000,V4,40,2015-01-01T20:00:00.000,2015-01-01T20:05:00.000,0.0,V,SH
V4420101152000,V4,42,2015-01-01T20:00:00.000,2015-01-01T20:29:00.000,-0.5,V,SH
V4720101152000,V4,72,2015-01-01T20:00:00.000,2015-01-01T20:00:00.000,0.0,V,SH
V4440101152000,V4,44,2015-01-01T20:00:00.000,2015-01-01T20:00:00.000,83.0,V,SH
V4030101152000,V4,3,2015-01-01T20:00:00.000,2015-01-01T20:29:00.000,85.0,V,SH
V4350101152000,V4,35,2015-01-01T20:00:00.000,,0.0,V,SH
V4330101152000,V4,33,2015-01-01T20:00:00.000,,84.0,V,SH
V4030101152030,V4,3,2015-01-01T20:30:00.000,2015-01-01T20:44:00.000,87.0,V,SH
V4350101152030,V4,35,2015-01-01T20:30:00.000,,0.0,V,SH
V4720101152030,V4,72,2015-01-01T20:30:00.000,2015-01-01T20:30:00.000,0.0,V,SH
V4440101152030,V4,44,2015-01-01T20:30:00.000,2015-01-01T20:30:00.000,85.0,V,SH
V4400101152030,V4,40,2015-01-01T20:30:00.000,2015-01-01T20:46:00.000,-0.2,V,SH
V4420101152030,V4,42,2015-01-01T20:30:00.000,2015-01-01T20:59:00.000,-0.7,V,SH
V4330101152030,V4,33,2015-01-01T20:30:00.000,,86.0,V,SH
V4320101152030,V4,32,2015-01-01T20:30:00.000,,-0.3,V,SH
V4400101152100,V4,40,2015-01-01T21:00:00.000,2015-01-01T21:28:00.000,0.0,V,SH
V4420101152100,V4,42,2015-01-01T21:00:00.000,2015-01-01T21:02:00.000,-0.8,V,SH
V4330101152100,V4,33,2015-01-01T21:00:00.000,,88.0,V,SH
V4720101152100,V4,72,2015-01-01T21:00:00.000,2015-01-01T21:00:00.000,0.0,V,SH
V4030101152100,V4,3,2015-01-01T21:00:00.000,2015-01-01T21:17:00.000,88.0,V,SH
V4350101152100,V4,35,2015-01-01T21:00:00.000,,0.0,V,SH
V4320101152100,V4,32,2015-01-01T21:00:00.000,,-0.4,V,SH
V4440101152100,V4,44,2015-01-01T21:00:00.000,2015-01-01T21:00:00.000,86.0,V,SH
V4420101152130,V4,42,2015-01-01T21:30:00.000,2015-01-01T21:51:00.000,-0.6,V,SH
V4330101152130,V4,33,2015-01-01T21:30:00.000,,86.0,V,SH
V4440101152130,V4,44,2015-01-01T21:30:00.000,2015-01-01T21:46:00.000,85.0,V,SH
V4400101152130,V4,40,2015-01-01T21:30:00.000,2015-01-01T21:30:00.000,0.0,V,SH
V4720101152130,V4,72,2015-01-01T21:30:00.000,2015-01-01T21:30:00.000,0.0,V,SH
V4030101152130,V4,3,2015-01-01T21:30:00.000,2015-01-01T21:30:00.000,87.0,V,SH
V4320101152130,V4,32,2015-01-01T21:30:00.000,,-0.3,V,SH
V4350101152130,V4,35,2015-01-01T21:30:00.000,,0.0,V,SH
V4330101152200,V4,33,2015-01-01T22:00:00.000,,86.0,V,SH
V4440101152200,V4,44,2015-01-01T22:00:00.000,2015-01-01T22:29:00.000,84.0,V,SH
V4320101152200,V4,32,2015-01-01T22:00:00.000,,-0.3,V,SH
V4720101152200,V4,72,2015-01-01T22:00:00.000,2015-01-01T22:00:00.000,0.0,V,SH
V4420101152200,V4,42,2015-01-01T22:00:00.000,2015-01-01T22:00:00.000,-0.5,V,SH
V4030101152200,V4,3,2015-01-01T22:00:00.000,2015-01-01T22:07:00.000,87.0,V,SH
V4350101152200,V4,35,2015-01-01T22:00:00.000,,0.0,V,SH
V4400101152200,V4,40,2015-01-01T22:00:00.000,2015-01-01T22:26:00.000,0.0,V,SH
V4400101152230,V4,40,2015-01-01T22:30:00.000,2015-01-01T22:38:00.000,-0.1,V,SH
V4720101152230,V4,72,2015-01-01T22:30:00.000,2015-01-01T22:30:00.000,0.0,V,SH
V4330101152230,V4,33,2015-01-01T22:30:00.000,,84.0,V,SH
V4420101152230,V4,42,2015-01-01T22:30:00.000,2015-01-01T22:59:00.000,-0.6,V,SH
V4320101152230,V4,32,2015-01-01T22:30:00.000,,-0.2,V,SH
V4350101152230,V4,35,2015-01-01T22:30:00.000,,0.0,V,SH
V4030101152230,V4,3,2015-01-01T22:30:00.000,2015-01-01T22:52:00.000,85.0,V,SH
V4440101152230,V4,44,2015-01-01T22:30:00.000,2015-01-01T22:58:00.000,83.0,V,SH
V4320101152300,V4,32,2015-01-01T23:00:00.000,,-1.1,V,SH
V4400101152300,V4,40,2015-01-01T23:00:00.000,2015-01-01T23:00:00.000,-0.6,V,SH
V4420101152300,V4,42,2015-01-01T23:00:00.000,2015-01-01T23:29:00.000,-1.6,V,SH
V4720101152300,V4,72,2015-01-01T23:00:00.000,2015-01-01T23:00:00.000,0.0,V,SH
V4440101152300,V4,44,2015-01-01T23:00:00.000,2015-01-01T23:01:00.000,83.0,V,SH
V4030101152300,V4,3,2015-01-01T23:00:00.000,2015-01-01T23:29:00.000,86.0,V,SH
V4350101152300,V4,35,2015-01-01T23:00:00.000,,0.0,V,SH
V4330101152300,V4,33,2015-01-01T23:00:00.000,,84.0,V,SH
V4350101152330,V4,35,2015-01-01T23:30:00.000,,0.0,V,SH
V4720101152330,V4,72,2015-01-01T23:30:00.000,2015-01-01T23:30:00.000,0.0,V,SH
V4400101152330,V4,40,2015-01-01T23:30:00.000,2015-01-01T23:52:00.000,-1.1,V,SH
V4440101152330,V4,44,2015-01-01T23:30:00.000,2015-01-01T23:30:00.000,86.0,V,SH
V4320101152330,V4,32,2015-01-01T23:30:00.000,,-1.3,V,SH
V4420101152330,V4,42,2015-01-01T23:30:00.000,2015-01-01T23:30:00.000,-1.6,V,SH
V4330101152330,V4,33,2015-01-01T23:30:00.000,,88.0,V,SH
V4030101152330,V4,3,2015-01-01T23:30:00.000,2015-01-01T23:45:00.000,89.0,V,SH
V4330201150000,V4,33,2015-01-02T00:00:00.000,,87.0,V,SH
V4320201150000,V4,32,2015-01-02T00:00:00.000,,-1.3,V,SH
V4440201150000,V4,44,2015-01-02T00:00:00.000,2015-01-02T00:29:00.000,86.0,V,SH
V4420201150000,V4,42,2015-01-02T00:00:00.000,2015-01-02T00:29:00.000,-1.4,V,SH
V4350201150000,V4,35,2015-01-02T00:00:00.000,,0.0,V,SH
V4720201150000,V4,72,2015-01-02T00:00:00.000,2015-01-02T00:00:00.000,0.0,V,SH
V4400201150000,V4,40,2015-01-02T00:00:00.000,2015-01-02T00:00:00.000,-1.2,V,SH
V4030201150000,V4,3,2015-01-02T00:00:00.000,2015-01-02T00:12:00.000,87.0,V,SH
V4420201150030,V4,42,2015-01-02T00:30:00.000,2015-01-02T00:59:00.000,-2.1,V,SH
V4330201150030,V4,33,2015-01-02T00:30:00.000,,87.0,V,SH
V4320201150030,V4,32,2015-01-02T00:30:00.000,,-1.8,V,SH
V4720201150030,V4,72,2015-01-02T00:30:00.000,2015-01-02T00:30:00.000,0.0,V,SH
V4440201150030,V4,44,2015-01-02T00:30:00.000,2015-01-02T00:33:00.000,86.0,V,SH
V4030201150030,V4,3,2015-01-02T00:30:00.000,2015-01-02T00:58:00.000,87.0,V,SH
V4350201150030,V4,35,2015-01-02T00:30:00.000,,0.0,V,SH
V4400201150030,V4,40,2015-01-02T00:30:00.000,2015-01-02T00:30:00.000,-1.5,V,SH
V4320201150100,V4,32,2015-01-02T01:00:00.000,,-2.2,V,SH
V4400201150100,V4,40,2015-01-02T01:00:00.000,2015-01-02T01:01:00.000,-2.1,V,SH
V4420201150100,V4,42,2015-01-02T01:00:00.000,2015-01-02T01:17:00.000,-2.3,V,SH
V4720201150100,V4,72,2015-01-02T01:00:00.000,2015-01-02T01:00:00.000,0.0,V,SH
V4440201150100,V4,44,2015-01-02T01:00:00.000,2015-01-02T01:00:00.000,87.0,V,SH
V4030201150100,V4,3,2015-01-02T01:00:00.000,2015-01-02T01:29:00.000,89.0,V,SH
V4350201150100,V4,35,2015-01-02T01:00:00.000,,0.0,V,SH
V4330201150100,V4,33,2015-01-02T01:00:00.000,,88.0,V,SH
V4320201150130,V4,32,2015-01-02T01:30:00.000,,-2.2,V,SH
V4400201150130,V4,40,2015-01-02T01:30:00.000,2015-01-02T01:57:00.000,-2.0,V,SH
V4420201150130,V4,42,2015-01-02T01:30:00.000,2015-01-02T01:42:00.000,-2.2,V,SH
V4720201150130,V4,72,2015-01-02T01:30:00.000,2015-01-02T01:30:00.000,0.0,V,SH
V4440201150130,V4,44,2015-01-02T01:30:00.000,2015-01-02T01:39:00.000,88.0,V,SH
V4030201150130,V4,3,2015-01-02T01:30:00.000,2015-01-02T01:45:00.000,89.0,V,SH
V4350201150130,V4,35,2015-01-02T01:30:00.000,,0.0,V,SH
V4330201150130,V4,33,2015-01-02T01:30:00.000,,89.0,V,SH
V4320201150200,V4,32,2015-01-02T02:00:00.000,,-2.2,V,SH
V4400201150200,V4,40,2015-01-02T02:00:00.000,2015-01-02T02:00:00.000,-2.1,V,SH
V4420201150200,V4,42,2015-01-02T02:00:00.000,2015-01-02T02:19:00.000,-2.2,V,SH
V4720201150200,V4,72,2015-01-02T02:00:00.000,2015-01-02T02:00:00.000,0.0,V,SH
V4440201150200,V4,44,2015-01-02T02:00:00.000,2015-01-02T02:18:00.000,87.0,V,SH
V4030201150200,V4,3,2015-01-02T02:00:00.000,2015-01-02T02:00:00.000,88.0,V,SH
V4350201150200,V4,35,2015-01-02T02:00:00.000,,0.0,V,SH
V4330201150200,V4,33,2015-01-02T02:00:00.000,,88.0,V,SH
V4320201150230,V4,32,2015-01-02T02:30:00.000,,-1.5,V,SH
V4400201150230,V4,40,2015-01-02T02:30:00.000,2015-01-02T02:51:00.000,-0.9,V,SH
V4030201150230,V4,3,2015-01-02T02:30:00.000,2015-01-02T02:30:00.000,87.0,V,SH
V4440201150230,V4,44,2015-01-02T02:30:00.000,2015-01-02T02:59:00.000,80.0,V,SH
V4720201150230,V4,72,2015-01-02T02:30:00.000,2015-01-02T02:30:00.000,0.0,V,SH
V4420201150230,V4,42,2015-01-02T02:30:00.000,2015-01-02T02:30:00.000,-2.1,V,SH
V4330201150230,V4,33,2015-01-02T02:30:00.000,,85.0,V,SH
V4350201150230,V4,35,2015-01-02T02:30:00.000,,0.0,V,SH
V4320201150300,V4,32,2015-01-02T03:00:00.000,,-1.4,V,SH
V4400201150300,V4,40,2015-01-02T03:00:00.000,2015-01-02T03:00:00.000,-1.0,V,SH
V4420201150300,V4,42,2015-01-02T03:00:00.000,2015-01-02T03:29:00.000,-1.7,V,SH
V4720201150300,V4,72,2015-01-02T03:00:00.000,2015-01-02T03:00:00.000,0.0,V,SH
V4440201150300,V4,44,2015-01-02T03:00:00.000,2015-01-02T03:02:00.000,79.0,V,SH
V4030201150300,V4,3,2015-01-02T03:00:00.000,2015-01-02T03:29:00.000,80.0,V,SH
V4350201150300,V4,35,2015-01-02T03:00:00.000,,0.0,V,SH
V4330201150300,V4,33,2015-01-02T03:00:00.000,,79.0,V,SH
V4320201150330,V4,32,2015-01-02T03:30:00.000,,-1.8,V,SH
V4400201150330,V4,40,2015-01-02T03:30:00.000,2015-01-02T03:30:00.000,-1.7,V,SH
V4420201150330,V4,42,2015-01-02T03:30:00.000,2015-01-02T03:58:00.000,-1.9,V,SH
V4720201150330,V4,72,2015-01-02T03:30:00.000,2015-01-02T03:30:00.000,0.0,V,SH
V4440201150330,V4,44,2015-01-02T03:30:00.000,2015-01-02T03:30:00.000,80.0,V,SH
V4030201150330,V4,3,2015-01-02T03:30:00.000,2015-01-02T03:44:00.000,81.0,V,SH
V4350201150330,V4,35,2015-01-02T03:30:00.000,,0.0,V,SH
V4330201150330,V4,33,2015-01-02T03:30:00.000,,80.0,V,SH
V4320201150400,V4,32,2015-01-02T04:00:00.000,,-1.7,V,SH
V4400201150400,V4,40,2015-01-02T04:00:00.000,2015-01-02T04:29:00.000,-1.3,V,SH
V4420201150400,V4,42,2015-01-02T04:00:00.000,2015-01-02T04:06:00.000,-1.9,V,SH
V4720201150400,V4,72,2015-01-02T04:00:00.000,2015-01-02T04:00:00.000,0.0,V,SH
V4440201150400,V4,44,2015-01-02T04:00:00.000,2015-01-02T04:29:00.000,78.0,V,SH
V4030201150400,V4,3,2015-01-02T04:00:00.000,2015-01-02T04:04:00.000,80.0,V,SH
V4350201150400,V4,35,2015-01-02T04:00:00.000,,0.0,V,SH
V4330201150400,V4,33,2015-01-02T04:00:00.000,,80.0,V,SH
V4440201150430,V4,44,2015-01-02T04:30:00.000,2015-01-02T04:49:00.000,75.0,V,SH
V4030201150430,V4,3,2015-01-02T04:30:00.000,2015-01-02T04:30:00.000,77.0,V,SH
V4350201150430,V4,35,2015-01-02T04:30:00.000,,0.0,V,SH
V4400201150430,V4,40,2015-01-02T04:30:00.000,2015-01-02T04:31:00.000,-1.1,V,SH
V4420201150430,V4,42,2015-01-02T04:30:00.000,2015-01-02T04:44:00.000,-1.4,V,SH
V4330201150430,V4,33,2015-01-02T04:30:00.000,,76.0,V,SH
V4320201150430,V4,32,2015-01-02T04:30:00.000,,-1.3,V,SH
V4720201150430,V4,72,2015-01-02T04:30:00.000,2015-01-02T04:30:00.000,0.0,V,SH
V4350201150500,V4,35,2015-01-02T05:00:00.000,,0.0,V,SH
V4030201150500,V4,3,2015-01-02T05:00:00.000,2015-01-02T05:22:00.000,77.0,V,SH
V4440201150500,V4,44,2015-01-02T05:00:00.000,2015-01-02T05:11:00.000,75.0,V,SH
V4330201150500,V4,33,2015-01-02T05:00:00.000,,76.0,V,SH
V4420201150500,V4,42,2015-01-02T05:00:00.000,2015-01-02T05:21:00.000,-1.7,V,SH
V4400201150500,V4,40,2015-01-02T05:00:00.000,2015-01-02T05:07:00.000,-1.3,V,SH
V4320201150500,V4,32,2015-01-02T05:00:00.000,,-1.4,V,SH
V4720201150500,V4,72,2015-01-02T05:00:00.000,2015-01-02T05:00:00.000,0.0,V,SH
V4320201150530,V4,32,2015-01-02T05:30:00.000,,-1.9,V,SH
V4400201150530,V4,40,2015-01-02T05:30:00.000,2015-01-02T05:30:00.000,-1.4,V,SH
V4420201150530,V4,42,2015-01-02T05:30:00.000,2015-01-02T05:52:00.000,-2.0,V,SH
V4720201150530,V4,72,2015-01-02T05:30:00.000,2015-01-02T05:30:00.000,0.0,V,SH
V4030201150530,V4,3,2015-01-02T05:30:00.000,2015-01-02T05:56:00.000,78.0,V,SH
V4440201150530,V4,44,2015-01-02T05:30:00.000,2015-01-02T05:33:00.000,75.0,V,SH
V4350201150530,V4,35,2015-01-02T05:30:00.000,,0.0,V,SH
V4330201150530,V4,33,2015-01-02T05:30:00.000,,77.0,V,SH
V4720201150600,V4,72,2015-01-02T06:00:00.000,2015-01-02T06:00:00.000,0.0,V,SH
V4320201150600,V4,32,2015-01-02T06:00:00.000,,-1.9,V,SH
V4400201150600,V4,40,2015-01-02T06:00:00.000,2015-01-02T06:25:00.000,-1.8,V,SH
V4350201150600,V4,35,2015-01-02T06:00:00.000,,0.0,V,SH
V4330201150600,V4,33,2015-01-02T06:00:00.000,,78.0,V,SH
V4440201150600,V4,44,2015-01-02T06:00:00.000,2015-01-02T06:29:00.000,77.0,V,SH
V4030201150600,V4,3,2015-01-02T06:00:00.000,2015-01-02T06:10:00.000,79.0,V,SH
V4420201150600,V4,42,2015-01-02T06:00:00.000,2015-01-02T06:08:00.000,-2.1,V,SH
V4330201150630,V4,33,2015-01-02T06:30:00.000,,76.0,V,SH
V4720201150630,V4,72,2015-01-02T06:30:00.000,2015-01-02T06:30:00.000,0.0,V,SH
V4320201150630,V4,32,2015-01-02T06:30:00.000,,-1.6,V,SH
V4400201150630,V4,40,2015-01-02T06:30:00.000,2015-01-02T06:51:00.000,-1.4,V,SH
V4420201150630,V4,42,2015-01-02T06:30:00.000,2015-01-02T06:30:00.000,-1.8,V,SH
V4350201150630,V4,35,2015-01-02T06:30:00.000,,0.0,V,SH
V4440201150630,V4,44,2015-01-02T06:30:00.000,2015-01-02T06:57:00.000,74.0,V,SH
V4030201150630,V4,3,2015-01-02T06:30:00.000,2015-01-02T06:32:00.000,77.0,V,SH
V4330201150700,V4,33,2015-01-02T07:00:00.000,,74.0,V,SH
V4400201150700,V4,40,2015-01-02T07:00:00.000,2015-01-02T07:29:00.000,-1.2,V,SH
V4320201150700,V4,32,2015-01-02T07:00:00.000,,-1.4,V,SH
V4420201150700,V4,42,2015-01-02T07:00:00.000,2015-01-02T07:25:00.000,-1.6,V,SH
V4720201150700,V4,72,2015-01-02T07:00:00.000,2015-01-02T07:00:00.000,0.0,V,SH
V4350201150700,V4,35,2015-01-02T07:00:00.000,,0.0,V,SH
V4030201150700,V4,3,2015-01-02T07:00:00.000,2015-01-02T07:00:00.000,74.0,V,SH
V4440201150700,V4,44,2015-01-02T07:00:00.000,2015-01-02T07:29:00.000,73.0,V,SH
V4330201150730,V4,33,2015-01-02T07:30:00.000,,66.0,V,SH
V4440201150730,V4,44,2015-01-02T07:30:00.000,2015-01-02T07:42:00.000,64.0,V,SH
V4030201150730,V4,3,2015-01-02T07:30:00.000,2015-01-02T07:30:00.000,73.0,V,SH
V4420201150730,V4,42,2015-01-02T07:30:00.000,2015-01-02T07:30:00.000,-1.0,V,SH
V4720201150730,V4,72,2015-01-02T07:30:00.000,2015-01-02T07:30:00.000,0.0,V,SH
V4320201150730,V4,32,2015-01-02T07:30:00.000,,0.3,V,SH
V4400201150730,V4,40,2015-01-02T07:30:00.000,2015-01-02T07:48:00.000,0.7,V,SH
V4350201150730,V4,35,2015-01-02T07:30:00.000,,0.0,V,SH
V4420201150800,V4,42,2015-01-02T08:00:00.000,2015-01-02T08:04:00.000,0.1,V,SH
V4330201150800,V4,33,2015-01-02T08:00:00.000,,64.0,V,SH
V4440201150800,V4,44,2015-01-02T08:00:00.000,2015-01-02T08:24:00.000,63.0,V,SH
V4400201150800,V4,40,2015-01-02T08:00:00.000,2015-01-02T08:29:00.000,1.4,V,SH
